Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4feZfAxwx72C4yImu9ngHS,"Immaterial","Void","Haunted Shores",2022-03-11,260105,17,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-09T19:59:50Z,"djent,progressive metal","3DOT Recordings",0.439,0.978,1,-6.46,1,0.0747,0.00000182,0.921,0.0854,0.0441,104.993,4
spotify:track:4PHppm7v48ys7YrVelKSYq,"ObZen","ObZen","Meshuggah",2008-03-07,264413,22,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-09T20:00:52Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Atomic Fire Records",0.233,0.999,5,-4.225,1,0.083,0.00000317,0.911,0.518,0.326,113.358,4
spotify:track:2YZZ8qsDdvC008LgtpMoI6,"Marigold","Periphery III: Select Difficulty","Periphery",2016-07-22,439840,0,true,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T13:03:13Z,"djent,progressive metal,metalcore,metal","Century Media",0.211,0.949,0,-5.724,0,0.214,0.00222,0.000535,0.103,0.0642,105.578,4
spotify:track:5RnXQZ65F3uEHca395z6cz,"The Bad Thing","Juggernaut: Omega","Periphery",2015-01-23,353442,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T13:03:36Z,"djent,progressive metal,metalcore,metal","Century Media",0.311,0.953,2,-4.96,1,0.172,0.000216,0.00000219,0.111,0.417,132.856,4
spotify:track:75R95k0ICuZBFVEjBauOtt,"Doomsday","Holy Hell","Architects",2018-11-09,247019,66,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T13:05:01Z,"metalcore,djent,mathcore,metal,post-hardcore,deathcore","Epitaph",0.523,0.979,2,-4.214,1,0.159,0.0000262,0.0000256,0.153,0.179,125.038,4
spotify:track:2vNUATEUKbavRo2gMjHs2S,"Cyberhex","Scoring The End Of The World","Motionless In White,Lindsay Schoolcraft",2022-06-10,275247,61,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T15:01:23Z,"metalcore,metal,screamo,gothic metal,symphonic metal,deathcore","Roadrunner Records",0.526,0.944,6,-3.815,0,0.144,0.000207,0.0000176,0.0994,0.281,112.531,4
spotify:track:2uD8ezTUaLTtoqaXUiWPIR,"Lune","Periphery III: Select Difficulty","Periphery",2016-07-22,467013,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T17:20:35Z,"djent,progressive metal,metalcore,metal","Century Media",0.488,0.851,5,-6.146,1,0.0447,0.00208,0.000501,0.0943,0.337,134.99,1
spotify:track:2ewVWFQH9SaiQg4RrQYznY,"Say Your Prayers","The Catalyst Fire","Dead Letter Circus",2013-09-08,286426,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-07T15:16:15Z,"progressive rock,progressive metal,djent","UNFD",0.213,0.866,6,-5,0,0.0593,0.00187,0.0000142,0.327,0.199,89.412,4
spotify:track:2glEXDEzubpETiDRXfC4oX,"Sun Killer","Eternal Blue","Spiritbox",2021-09-17,227477,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T17:20:57Z,"metalcore,djent,metal","Rise Records",0.33,0.777,6,-6.316,1,0.0838,0.00315,0.00227,0.167,0.236,114.309,1
spotify:track:2rFaJ6NRIRWn335tQr8lWD,"Hurt You","Eternal Blue","Spiritbox",2021-09-17,226186,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-11T17:21:03Z,"metalcore,djent,metal","Rise Records",0.368,0.977,7,-3.39,1,0.135,0.0000462,0.000829,0.41,0.167,107.773,4
spotify:track:3pkfVWPONcWQU5UAxWyALx,"Snowblood","ERRA","ERRA",2021-03-19,253680,0,true,21rrrptu6n3eywblqb6xp5xuy,2022-08-13T10:23:23Z,"djent,metalcore,progressive metal,metal,deathcore,post-hardcore","UNFD",0.529,0.983,11,-3.186,1,0.125,0.0000241,0.0148,0.0763,0.359,125.017,4
spotify:track:1xj9Mdr9jtBpRA6WqqMYbn,"Juno","Sonder","TesseracT",2018-04-20,312788,45,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-13T10:23:44Z,"djent,progressive metal,metal,progressive rock","Kscope",0.588,0.897,5,-6.353,0,0.0484,0.00656,0.0102,0.139,0.264,108.006,3
spotify:track:4rcx4Qh96e1GjTtkmxhcFm,"Haven","Covenant","Unprocessed",2018-04-13,367153,31,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-13T10:24:05Z,"djent,progressive metal,math rock,metalcore","Long Branch Records",0.302,0.962,0,-2.812,1,0.202,0.000078,0.213,0.17,0.481,129.384,4
spotify:track:2OakBlSFrzbFN7NuoBX4IR,"Try","Try","Olly Steele,Ian Kenny",2021-01-27,227870,39,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-19T10:27:22Z,"djent,progressive metal","Olly Steele",0.606,0.967,2,-4.142,0,0.114,0.00376,0,0.437,0.527,116.275,3
spotify:track:5CbxaXG0umcxh5ageamzYT,"Won’t Stand Down","Kill Or Be Killed","Muse",2022-07-21,209061,28,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-20T08:21:02Z,"alternative rock,rock","Warner Records",0.514,0.882,7,-4.406,1,0.0862,0.0043,0.00000252,0.156,0.424,104.85,4
spotify:track:4PCSGmV5PbkFhGjvY0PPEA,"I Am Damnation","Shrine","Bleed From Within",2022-06-03,282466,52,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-22T21:22:41Z,"metalcore,deathcore,metal,djent","Nuclear Blast",0.475,0.957,6,-5.193,1,0.0672,0.000754,0.000335,0.0463,0.24,92.499,4
spotify:track:4rRuKmyxRloMgtqmFFU7W5,"Playing God","Euthanasia Pack","Polyphia",2022-08-18,205925,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-08-23T03:05:41Z,"math rock,djent,progressive metal,progressive rock","Rise Records",0.601,0.789,4,-6.822,0,0.0328,0.0395,0.812,0.114,0.315,137.06,4
spotify:track:292WKZbNRTcvJoHJXxUsIt,"Views From The Sun - Instrumental","The Dark Pool (Instrumentals)","Thornhill",2020-05-01,247013,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-09-17T16:05:42Z,"metalcore,djent","UNFD",0.458,0.903,7,-9.117,1,0.0711,0.000013,0.786,0.107,0.205,122.011,4
spotify:track:2gYLeC5Ikd8DFSJfwGZJp3,"Bloodline","Alien","Northlane",2019-08-02,205666,1,true,21rrrptu6n3eywblqb6xp5xuy,2022-09-19T13:47:42Z,"djent,metalcore,progressive metal,metal,deathcore,post-hardcore","UNFD",0.514,0.964,6,-6.78,1,0.0992,0.000083,0.196,0.137,0.404,97.492,4
spotify:track:6l9PHn3pWs1lqdrQoMaVqG,"Oblivion","Corporation","Aviana",2022-09-30,248225,49,true,21rrrptu6n3eywblqb6xp5xuy,2022-10-05T16:25:23Z,"metalcore,djent,deathcore","Arising Empire",0.26,0.981,6,-4.521,1,0.169,0.0000205,0.0334,0.344,0.194,116.259,3
spotify:track:066tlrieBQY13DbTlR7RTx,"Opiate","In Stasis","Monuments",2022-04-15,257545,38,true,21rrrptu6n3eywblqb6xp5xuy,2022-09-23T11:40:52Z,"djent,progressive metal,metalcore,metal","Century Media",0.391,0.985,6,-6.047,1,0.108,0.0000649,0,0.148,0.453,152.674,4
spotify:track:75tuUFCGFS2COZu6O07QjU,"Death Effect - Instrumental","Mystic Auras (Instrumentals)","A Scent Like Wolves",2021-07-02,243181,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-09-28T23:31:22Z,"metalcore,post-hardcore,djent,melodic hardcore","Theoria Records",0.4,0.909,1,-5.462,1,0.0618,0.000213,0.713,0.0759,0.716,165.001,4
spotify:track:2H23PtJG3J5NnHYIESacaM,"Gangsta's Paradise (Metal Version)","Gangsta's Paradise (Metal Version)","UMC,Tobias Derer,Matthias Schneck",2021-10-22,259963,27,false,21rrrptu6n3eywblqb6xp5xuy,2022-09-29T10:35:56Z,"","UMC",0.417,0.85,8,-7.136,1,0.0701,0.00263,0.00000165,0.606,0.576,159.924,4
spotify:track:5OY0jal9HDNkQBcPpcuj7K,"Consume","The Mortal Coil","Polaris",2017-11-03,251739,52,false,21rrrptu6n3eywblqb6xp5xuy,2022-09-29T22:11:19Z,"metalcore,djent,metal,deathcore,post-hardcore","SHARPTONE",0.245,0.994,1,-3.634,1,0.203,0.0000132,0.0000764,0.235,0.195,138.03,4
spotify:track:22npYqgeKOVfmnmSjZjdJF,"Sew Me Up","Rotoscope","Spiritbox",2022-06-22,211123,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-03T17:30:31Z,"metalcore,djent,metal","Rise Records",0.483,0.947,7,-3.941,1,0.0553,0.0000182,0.00375,0.4,0.253,95.975,4
spotify:track:58o1GSctoVkdThXSjTRdik,"Paranoia","Paranoia","Seeing Things",2022-03-31,170945,24,false,21rrrptu6n3eywblqb6xp5xuy,2022-09-24T10:42:11Z,"deathcore,djent,metalcore","Seeing Things 妄想症",0.452,0.983,7,-2.935,1,0.147,0.00000804,0,0.759,0.15,114.92,4
spotify:track:2seCTXhgGEYnvJGBl90MWF,"Obsession","Corporation","Aviana",2022-09-30,210169,55,true,21rrrptu6n3eywblqb6xp5xuy,2022-10-05T16:13:50Z,"metalcore,djent,deathcore","Arising Empire",0.488,0.991,9,-3.815,1,0.106,0.000123,0.000193,0.317,0.323,140.024,4
spotify:track:3RhRaIirkEnwwgGdb4wEBs,"One Step","This Is The Warning","Dead Letter Circus",2010,208480,13,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-07T15:15:45Z,"progressive rock,progressive metal,djent","Independent",0.461,0.954,0,-5.534,1,0.174,0.00161,0,0.176,0.165,158.023,4
spotify:track:1zNBVe8QG37iPLLQHlUS2u,"Kill the Ache","The Way It Ends","Currents",2020-06-05,233355,61,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-04T16:18:19Z,"metalcore,djent,deathcore,metal","SHARPTONE",0.486,0.934,4,-6.064,0,0.0703,0.00171,0.0037,0.108,0.125,139.934,4
spotify:track:013gFBH6Qqs79Zbj7WOdsu,"Rage","Rage","Aviana",2021-08-27,216400,36,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-15T13:27:57Z,"metalcore,djent,deathcore","Arising Empire",0.423,0.933,4,-5.606,0,0.157,0.000327,0.000855,0.192,0.0812,150.049,4
spotify:track:5sGnz9jlztcZ791ccvnU6Z,"Wayfinder","Passenger","Kingdom Of Giants",2020-10-16,268439,50,false,21rrrptu6n3eywblqb6xp5xuy,2022-10-04T19:16:49Z,"metalcore,post-hardcore,djent,deathcore","SHARPTONE",0.38,0.98,11,-4.926,0,0.123,0.0000734,0.231,0.0812,0.513,173.018,4
spotify:track:5YToBG3qALkdce8bCiY1UB,"holding on","EVERYTHING IN MY MIND","Nevertel",2021-05-21,220125,0,true,21rrrptu6n3eywblqb6xp5xuy,2022-12-06T08:57:42Z,"","Nevertel",0.527,0.888,3,-5.263,0,0.0556,0.00962,0.00806,0.114,0.0395,119.971,4
spotify:track:1wBfGpT9Ri8TDKCKFHGC1L,"Ocean Floor","Nothing More","NOTHING MORE",2014-06-23,59506,0,false,21rrrptu6n3eywblqb6xp5xuy,2022-12-08T13:10:08Z,"","Eleven Seven Music",0.545,0.737,9,-15.851,0,0.336,0.204,0.00578,0.58,0.303,110.074,4
spotify:track:1X34xjRBPeBVm2UNqL4KXO,"This Is The Time (Ballast)","Nothing More","NOTHING MORE",2014-06-23,220413,1,false,21rrrptu6n3eywblqb6xp5xuy,2022-12-08T13:10:15Z,"","Eleven Seven Music",0.531,0.979,11,-4.686,0,0.0663,0.00000766,0.0196,0.0944,0.472,110.023,4
spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,"Watch The World Burn","Watch The World Burn","Falling In Reverse",2023-01-31,203948,70,true,21rrrptu6n3eywblqb6xp5xuy,2023-02-26T04:20:21Z,"emo,rap metal","Epitaph",0.391,0.785,10,-5.906,0,0.131,0.0132,0,0.213,0.332,161.928,4
spotify:track:27czOoqYXw9wz5LQrbxeSD,"Nauseam","Severance","Heart Of A Coward",2013-11-12,218813,20,false,21rrrptu6n3eywblqb6xp5xuy,2023-03-03T02:56:34Z,"djent,metalcore,deathcore,metal,progressive metal","Century Media",0.494,0.988,9,-2.686,0,0.123,0.000201,0.0279,0.119,0.15,109.94,4
spotify:track:1Jnp6In3o2qarJS6mPP8px,"Goliath","Sound Awake","Karnivool",2010-01-25,277973,39,false,21rrrptu6n3eywblqb6xp5xuy,2023-03-12T03:04:23Z,"progressive metal,progressive rock,alternative metal,djent","Columbia",0.266,0.901,6,-4.155,1,0.0775,0.000131,0.00109,0.0335,0.538,131.262,1
spotify:track:59kan8Xe5IrcYyJrDbo6qU,"Step One","How To Survive A Funeral","Make Them Suffer",2020-06-19,117557,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-03-18T20:24:34Z,"deathcore,metalcore,djent,metal","Rise Records",0.379,0.502,11,-8.941,0,0.0388,0.0289,0.926,0.222,0.0381,113.238,5
spotify:track:3rjgOeWUEth90mFVR82WtG,"Black Hole","Black Hole","Betraying The Martyrs",2021-10-14,231762,43,false,21rrrptu6n3eywblqb6xp5xuy,2023-03-20T01:16:14Z,"metalcore,deathcore,djent,metal","Out of Line Music",0.517,0.859,6,-7.01,0,0.0494,0.00192,0.000514,0.0781,0.313,100.05,4
spotify:track:4dtNFqCJP9oj9UmGj5Ncjo,"INTO THE DARK","CHRONICLES","Void Of Vision",2023-02-17,221799,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-03-31T18:11:31Z,"metalcore,djent,deathcore","UNFD",0.558,0.941,6,-2.64,1,0.137,0.000438,0.00258,0.0657,0.47,110.019,4
spotify:track:35CBV1M9spIgJgBYjK21Tc,"Crooked Soul","Sleeptalk","Dayseeker",2019-09-27,235013,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-04-01T00:43:45Z,"metalcore,post-hardcore","Spinefarm Records UK",0.459,0.99,5,-2.963,0,0.206,0.00149,0,0.0948,0.192,128.014,4
spotify:track:76waIQkhQ6MsPsdeIWVIfp,"Of Silk and Straw","Pendulum","Resolve",2019-03-04,225250,39,true,21rrrptu6n3eywblqb6xp5xuy,2023-04-01T00:48:28Z,"metalcore,deathcore","Krod Records",0.418,0.994,11,-1.446,1,0.204,0.0000144,0.654,0.121,0.149,90.087,4
spotify:track:6gM11PV8nD5aftCB6aMR1x,"Junkie$","Flip Phone Fantasy","Ocean Grove",2020-03-13,212112,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-04-01T00:51:32Z,"nu metal,metalcore","UNFD",0.349,0.911,7,-4.213,0,0.0663,0.0000134,0.429,0.322,0.234,105.109,4
spotify:track:29bNfLnFX9xwByGFZyMK8O,"Savia","Cognitive","Soen",2012-01-01,356453,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-04-01T09:52:00Z,"progressive metal,progressive rock,djent,metal","Spin-Farm Oy",0.494,0.788,4,-7.089,0,0.0623,0.0159,0.0004,0.2,0.217,155.736,3
spotify:track:0hNgeS6kzIC4Rtdz4L0jsN,"Instability","The World Is In Your Way (Deluxe Edition)","Dragged Under",2020-11-13,225117,50,true,21rrrptu6n3eywblqb6xp5xuy,2023-04-04T05:22:45Z,"metalcore","Mascot Records",0.403,0.979,6,-3.945,0,0.0624,0.0000379,0,0.154,0.389,180.025,4
spotify:track:1CVwHyqNzK3AKAwcv8Dlh1,"Dead Romance","Mirrors","Her Last Sight",2021-03-12,222363,42,false,21rrrptu6n3eywblqb6xp5xuy,2023-04-26T08:44:13Z,"metalcore","Liron Avital Productions",0.364,0.977,6,-3.141,1,0.224,0.00000908,0.116,0.423,0.424,199.965,4
spotify:track:2aj46915WcKBD1HnbnYpQz,"Empire","Redeemer","Red Handed Denial",2019-03-29,190812,30,false,21rrrptu6n3eywblqb6xp5xuy,2023-05-15T16:36:18Z,"djent,progressive metal,metalcore","Red Handed Denial",0.41,0.959,8,-4.425,1,0.0738,0.00000359,0.000163,0.388,0.375,149.983,4
spotify:track:14l1Nc77ngjwMom6jh5rqX,"Deceiver","Breaking Down","ENMY",2022-01-20,207826,0,false,21rrrptu6n3eywblqb6xp5xuy,2023-05-15T16:37:31Z,"metalcore","ENMY Music",0.443,0.985,10,-3.295,0,0.0789,0.000156,0.00231,0.133,0.252,103.523,4
spotify:track:2SYPMi3gZGpeSLcJLmOpdo,"Follow in Flight","Halo 2 Anniversary (Original Soundtrack)","Halo,Paul Lipson,Lennie Moore,Tom Salta,Brian Trifon,Brian Lee White",2014-11-11,211306,39,false,21rrrptu6n3eywblqb6xp5xuy,2023-05-15T20:03:10Z,"soundtrack","343 Industries",0.514,0.946,0,-6.244,1,0.055,0.0000494,0.909,0.101,0.312,124.975,4
spotify:track:4l0UQ0zDIPYaaa5FF2Kvwt,"Drowning","Drowning","Atreyu",2023-01-27,165557,43,true,21rrrptu6n3eywblqb6xp5xuy,2023-05-31T21:54:00Z,"metalcore,screamo","Spinefarm",0.482,0.896,0,-5.561,0,0.0648,0.0102,0.000613,0.0927,0.298,139.948,4
spotify:track:6enS8SfhigPF9H1iWamx2X,"Breaking the Covenant","Halo 2 Anniversary (Original Soundtrack)","Halo,Paul Lipson,Lennie Moore,Tom Salta,Brian Trifon,Brian Lee White",2014-11-11,190093,40,false,21rrrptu6n3eywblqb6xp5xuy,2023-06-04T05:55:13Z,"soundtrack","343 Industries",0.427,0.894,1,-6.574,1,0.0407,0.00000214,0.814,0.0441,0.461,92.239,1
spotify:track:6BATOdnrsuOS61NAOlTt7s,"Tooth and Claw","The Joy of Motion","Animals As Leaders",2014,263206,47,false,21rrrptu6n3eywblqb6xp5xuy,2023-08-14T17:42:58Z,"djent,progressive metal,math rock,progressive rock,metal","Sumerian Records",0.277,0.967,7,-4.795,1,0.202,0.000546,0.837,0.354,0.253,150.037,4
spotify:track:2LbkjfSzAPl94K0vGWTNDc,"Up into the Ether","The Zenith Rise","I Built the Sky",2019-11-01,301519,44,false,21rrrptu6n3eywblqb6xp5xuy,2023-09-03T20:18:49Z,"djent,progressive metal,math rock","I Built The Sky",0.196,0.865,7,-5.586,0,0.0719,0.000688,0.95,0.124,0.144,85.748,5
spotify:track:2auhUgUyNvABs2IeEL2aKP,"Homo Sum","Carnival Is Forever","Decapitated",2011-07-15,273293,43,false,21rrrptu6n3eywblqb6xp5xuy,2023-09-03T20:21:06Z,"death metal,metal,groove metal,deathcore,grindcore","Nuclear Blast",0.519,0.981,3,-6.537,1,0.099,0.0000679,0.178,0.365,0.149,108.015,4
spotify:track:30iHy4JE2N1HLLitRBhvg5,"Warp Ride","Ad Astra","Claudio Pietronik",2020-11-17,284800,3,false,21rrrptu6n3eywblqb6xp5xuy,2023-09-03T20:22:59Z,"","Claudio Pietronik",0.102,0.664,5,-7.773,0,0.0543,0.00000881,0.912,0.343,0.281,69.494,4
spotify:track:277kkbKWZtQUpnK19WcEM6,"Forgotten","Forgotten","The Plot In You",2023-08-11,175249,0,true,21rrrptu6n3eywblqb6xp5xuy,2023-09-04T00:59:32Z,"metalcore","Fearless Records",0.408,0.933,10,-4.868,0,0.442,0.000221,0.000459,0.147,0.417,199.863,4
spotify:track:2YTT9MwbOoaThNLHwsRkMn,"Closer","Welcome Home","VRSTY",2022-01-21,199000,36,false,21rrrptu6n3eywblqb6xp5xuy,2023-09-28T05:46:12Z,"metalcore,post-hardcore","Spinefarm",0.597,0.882,1,-4.048,1,0.0559,0.000816,0,0.263,0.628,101.981,4
spotify:track:4PgTa8eboZ5EgV7VSVv6ci,"Therapy","Therapy","My Endless Winter",2023-11-03,266507,20,false,21rrrptu6n3eywblqb6xp5xuy,2023-11-06T21:31:06Z,"","Erasing Summer Records",0.404,0.901,7,-7.294,1,0.104,0.006,0.00000112,0.367,0.247,167.502,4
spotify:track:5OgRZxI3IlaakVgRPHRTxx,"Verified","Verified","Grayscale Season",2023-11-17,153871,13,false,21rrrptu6n3eywblqb6xp5xuy,2023-11-17T21:39:13Z,"metalcore,djent,deathcore,shoegaze","1352662 Records DK2",0.483,0.978,11,-3.542,1,0.171,0.0000196,0.694,0.391,0.268,110.028,3
spotify:track:2ClgEn1FZxchrqRZ04JZzj,"Slaughterhouse (feat. Bryan Garris)","Scoring The End Of The World","Motionless In White,Bryan Garris,Knocked Loose",2022-06-10,263947,64,true,21rrrptu6n3eywblqb6xp5xuy,2024-04-02T14:27:56Z,"metalcore,metal,screamo,hardcore,deathcore,hardcore punk,mathcore","Roadrunner Records",0.304,0.987,7,-2.578,1,0.193,0.0000613,0.000162,0.371,0.153,149.992,4
spotify:track:5KCm56RP3OH7D5hDVTgLRu,"Titanium - Metal Cover","Titanium (Metal Cover)","Victor Borba,James Phillips",2021-06-15,249809,13,false,21rrrptu6n3eywblqb6xp5xuy,2024-02-26T15:18:17Z,"djent","Bormsen Records",0.599,0.825,0,-8.004,0,0.0402,0.00134,0.0116,0.457,0.312,126.036,4
spotify:track:7GPnOpu7V8Z14yMG7YIHLY,"Verified","feel something new","Grayscale Season",2024-03-08,153871,31,false,21rrrptu6n3eywblqb6xp5xuy,2024-04-18T00:51:57Z,"metalcore,djent,deathcore,shoegaze","1352662 Records DK2",0.483,0.978,11,-3.542,1,0.171,0.0000196,0.694,0.391,0.268,110.028,3
spotify:track:21eMasL93nEafqRwlI851z,"The Apparition","Take Me Back To Eden","Sleep Token",2023-05-19,268159,74,false,21rrrptu6n3eywblqb6xp5xuy,2024-04-18T00:53:45Z,"progressive metal,metalcore","Spinefarm",0.452,0.687,1,-6.939,0,0.0456,0.0112,0.0000641,0.294,0.215,137.98,4
spotify:track:2HqLPVGQVKpIWduyF38kAe,"Six","Resurrection","Chimaira",2007-03-02,584724,24,true,21rrrptu6n3eywblqb6xp5xuy,2024-05-05T00:37:25Z,"groove metal,metal,nu metal,metalcore","Nuclear Blast",0.236,0.971,0,-4.265,1,0.11,0.000159,0.155,0.23,0.0832,150.042,4
spotify:track:0SZkjONWDGXRm0uMtb1yuX,"Get Out","Get Out","Windwaker",2024-06-07,180000,0,true,21rrrptu6n3eywblqb6xp5xuy,2024-06-16T23:09:43Z,"metalcore","Fearless Records",0.444,0.945,7,-3.371,1,0.103,0.00241,0,0.313,0.522,165.008,4
spotify:track:1iv3VyiPrfVq7kXZvLI5Gn,"คนอย่างเธอ","คนอย่างเธอ","Nack Charlie",2024-01-20,244897,16,false,21rrrptu6n3eywblqb6xp5xuy,2024-07-06T10:34:43Z,"thai rock,thai pop,t-pop","Nack Charlie",0.406,0.969,10,-5.014,1,0.502,0.00315,0.0000451,0.0835,0.245,195.944,4
spotify:track:4ZpryyXnTOGrveSJtlCOoQ,"Sleepless","Six Feet Down","Ocean Sleeper",2017-01-13,90258,44,false,21rrrptu6n3eywblqb6xp5xuy,2024-08-07T16:51:32Z,"metalcore","Ocean Sleeper",0.575,0.928,10,-4.556,0,0.0313,0.0103,0,0.665,0.566,129.979,4
spotify:track:7vwUPOzwMuaBuhckNt3jjf,"Hangfire","What If I Break?","Wind Walkers",2023-11-17,195217,68,false,21rrrptu6n3eywblqb6xp5xuy,2024-08-07T16:52:59Z,"metalcore,post-hardcore","Wind Walkers",0.529,0.96,4,-3.298,0,0.0609,0.0131,0.00000287,0.146,0.341,138.073,4
spotify:track:6qcVh0lRiDx9DG7mMFdedC,"Red","Red","Close To The Sky",2021-03-25,245000,3,false,21rrrptu6n3eywblqb6xp5xuy,2024-09-15T16:18:51Z,"djent,metalcore","Close To The Sky",0.524,0.99,6,-2.31,1,0.0698,0.0000225,0.726,0.157,0.172,120.041,4
